Product_ID,Product_Name,Category,Price,Units_Sold,Revenue,Competitor_Name,Market_Share_%,Marketing_Strategy,Top_Social_Media,Current_Trends,Customer_Rating
1085,Clock,Decor Accessories,740.03,3524,17149.58,Urban Outfitters,12.6,Free shipping,Instagram,Vintage,3.0
1086,Area Rug,Textiles,601.47,837,78314.38,Herman Miller,10.36,Exclusive collections,Pinterest,Maximalism,3.4
1087,Floor Lamp,Lighting,759.05,1218,497064.0,Arhaus,13.96,Discounts,Instagram,Minimalism,4.6
1088,Chandelier,Lighting,942.86,1365,321296.3,Value City Furniture,3.1,Discounts,Instagram,Minimalism,4.2
1089,Sculpture,Decor Accessories,725.71,2345,56896.21,IKEA,12.0,Exclusive collections,Instagram,Maximalism,2.5
1090,Bookshelf,Furniture,366.14,2490,351981.48,The Range,6.87,Discounts,Facebook,Tech Integration,3.0
1091,Poster,Wall Art,589.16,2017,333914.06,Habitat,9.37,Free shipping,YouTube,Maximalism,3.2
1092,Curtains,Textiles,88.45,2091,315903.12,Blu Dot,5.84,Custom designs,Pinterest,Vintage,1.4
1093,Tapestry,Wall Art,974.8,2373,440297.16,Habitat,5.74,Exclusive collections,YouTube,Vintage,1.5
1094,Dining Table,Furniture,624.44,1098,269748.3,Pier 1 Imports,14.49,Eco-friendly products,Pinterest,Maximalism,1.4
1095,Throw Blanket,Textiles,715.99,3175,457731.13,Overstock,5.56,Exclusive collections,Pinterest,Minimalism,1.2
1096,Coffee Table,Furniture,109.65,2645,205416.27,Serena & Lily,7.22,Free shipping,Twitter,Vintage,4.8
1097,Tapestry,Wall Art,180.56,3132,196523.44,Birch Lane,7.37,Free shipping,Instagram,Vintage,2.7
1098,Floor Lamp,Lighting,265.98,239,489989.81,Made.com,5.25,Exclusive collections,Twitter,Tech Integration,1.0
1099,Sofa Set,Furniture,394.51,2304,120994.32,Habitat,14.45,Custom designs,YouTube,Tech Integration,1.2
1100,Cushion Cover,Textiles,164.31,4853,115014.91,Jonathan Adler,9.11,Discounts,YouTube,Maximalism,2.2
1101,Storage Jar,Kitchenware,701.45,3785,352113.13,Studio McGee,12.88,Discounts,Instagram,Bold Colors,2.1
1102,Tapestry,Wall Art,443.17,1423,496674.63,Serena & Lily,2.11,Eco-friendly products,Pinterest,Sustainable,3.1
1103,Dining Table,Furniture,219.27,414,347726.13,La-Z-Boy,10.14,Exclusive collections,Twitter,Sustainable,2.5
1104,Canvas Painting,Wall Art,944.77,1051,396263.59,Pottery Barn,11.44,Exclusive collections,Twitter,Sustainable,3.2
1105,Area Rug,Textiles,276.87,144,373891.21,Amazon Basics,7.34,Seasonal sales,YouTube,Minimalism,2.1
1106,Poster,Wall Art,722.63,1625,140450.1,Amazon Basics,14.73,Discounts,Twitter,Sustainable,1.7
1107,Sofa Set,Furniture,622.74,563,436122.53,IKEA,11.88,Eco-friendly products,Facebook,Maximalism,2.2
1108,Bookshelf,Furniture,652.75,1522,68718.44,Anthropologie,3.63,Free shipping,Twitter,Maximalism,4.5
1109,Serving Tray,Kitchenware,251.73,488,450509.97,Studio McGee,11.27,Eco-friendly products,Facebook,Vintage,4.4
1110,Canvas Painting,Wall Art,28.23,3776,324663.39,Pottery Barn,12.74,Eco-friendly products,Instagram,Tech Integration,3.1
1111,Dining Table,Furniture,19.52,691,443339.37,IKEA,8.58,Discounts,Pinterest,Vintage,1.1
1112,Wall Sconce,Lighting,447.43,3039,196443.88,LuxDeco,4.33,Eco-friendly products,YouTube,Vintage,2.0
1113,Throw Blanket,Textiles,315.24,2191,263008.93,Studio McGee,3.73,Eco-friendly products,YouTube,Vintage,1.9
1114,Table Lamp,Lighting,866.48,576,273080.42,Habitat,2.08,Free shipping,YouTube,Maximalism,2.6
1115,Chandelier,Lighting,870.72,818,342196.94,One Kings Lane,10.0,Seasonal sales,Instagram,Bold Colors,2.7
1116,Poster,Wall Art,776.76,2593,453825.21,Herman Miller,1.59,Seasonal sales,Facebook,Sustainable,1.9
1117,Storage Jar,Kitchenware,425.36,1082,150256.15,La-Z-Boy,13.12,Seasonal sales,Instagram,Maximalism,1.5
1118,Tapestry,Wall Art,353.78,2331,238925.68,Crate & Barrel,1.21,Free shipping,YouTube,Minimalism,1.5
1119,Canvas Painting,Wall Art,41.69,449,499415.32,Home Depot,12.84,Exclusive collections,Instagram,Sustainable,2.9
1120,Floor Lamp,Lighting,907.96,1834,386050.04,Etsy,7.02,Free shipping,Pinterest,Maximalism,3.0
1121,Storage Jar,Kitchenware,328.76,1461,464258.5,Pier 1 Imports,8.92,Eco-friendly products,Instagram,Minimalism,4.1
1122,Picture Frame,Decor Accessories,795.17,992,435671.41,Jonathan Adler,5.5,Free shipping,Twitter,Sustainable,4.8
1123,Curtains,Textiles,773.3,774,437871.88,The Range,9.12,Seasonal sales,Instagram,Vintage,3.3
1124,Dining Table,Furniture,439.19,2254,46461.88,Ligne Roset,3.97,Custom designs,Facebook,Vintage,1.7
1125,Cutlery Set,Kitchenware,395.78,2673,84339.19,DFS,9.33,Seasonal sales,Pinterest,Bold Colors,2.2
1126,Canvas Painting,Wall Art,854.86,3402,326915.07,Serena & Lily,10.34,Seasonal sales,YouTube,Maximalism,2.7
1127,Coffee Table,Furniture,909.38,1494,267701.26,Urban Outfitters,14.68,Custom designs,Pinterest,Vintage,1.9
1128,Wall Sconce,Lighting,872.36,3412,497246.46,The Range,4.27,Seasonal sales,Twitter,Bold Colors,3.2
1129,Wall Sconce,Lighting,277.48,3884,122489.76,Blu Dot,11.75,Discounts,Facebook,Vintage,4.7
1130,Cushion Cover,Textiles,859.73,4403,494674.23,Kirkland’s,8.8,Exclusive collections,Instagram,Bold Colors,4.8
1131,Dinnerware,Kitchenware,557.65,2706,382474.08,Pier 1 Imports,4.33,Custom designs,Instagram,Tech Integration,2.5
1132,Dining Table,Furniture,979.34,4003,90758.21,Loaf,2.63,Exclusive collections,Twitter,Vintage,3.2
1133,Cookware,Kitchenware,848.73,2762,483303.25,Ashley Furniture,5.51,Eco-friendly products,Twitter,Sustainable,4.1
1134,Sculpture,Decor Accessories,851.62,3259,486216.73,Bob’s Discount Furniture,13.24,Discounts,Pinterest,Maximalism,3.1
1135,Wardrobe,Furniture,459.53,1488,77442.23,Article,1.24,Exclusive collections,Twitter,Maximalism,3.1
1136,Table Lamp,Lighting,396.48,1597,98369.42,Anthropologie,9.2,Custom designs,Pinterest,Sustainable,3.8
1137,Cookware,Kitchenware,825.85,1698,171362.26,Serena & Lily,12.43,Custom designs,Instagram,Tech Integration,2.3
1138,Cushion Cover,Textiles,907.43,1747,351841.73,Overstock,9.88,Custom designs,Pinterest,Sustainable,1.8
1139,Framed Print,Wall Art,681.49,1014,395147.27,Target,2.43,Discounts,Facebook,Minimalism,4.3
1140,Metal Wall Art,Wall Art,731.18,2096,397878.14,Living Spaces,14.6,Custom designs,Instagram,Sustainable,3.8
1141,Coffee Table,Furniture,950.64,3458,460961.56,AllModern,5.77,Discounts,Facebook,Maximalism,3.5
1142,Storage Jar,Kitchenware,731.63,419,211738.86,Anthropologie,5.12,Eco-friendly products,Instagram,Bold Colors,2.3
1143,Chandelier,Lighting,545.41,2015,405389.18,Arhaus,7.64,Custom designs,Twitter,Tech Integration,4.8
1144,Coffee Table,Furniture,432.02,3207,457188.42,Swoon,5.64,Seasonal sales,YouTube,Sustainable,3.8
1145,Sculpture,Decor Accessories,470.8,1510,259843.54,Pier 1 Imports,10.89,Custom designs,Pinterest,Tech Integration,2.5
1146,Metal Wall Art,Wall Art,189.84,1345,67113.92,Room & Board,10.63,Free shipping,Instagram,Tech Integration,3.2
1147,Wall Sconce,Lighting,912.22,31,115096.31,Zara Home,3.41,Eco-friendly products,Pinterest,Tech Integration,5.0
1148,Cutlery Set,Kitchenware,797.1,194,474302.36,IKEA,1.78,Eco-friendly products,Facebook,Bold Colors,4.4
1149,Metal Wall Art,Wall Art,894.92,4929,83950.14,Amazon Basics,4.31,Seasonal sales,Instagram,Vintage,2.0
1150,Cookware,Kitchenware,974.11,2074,38501.05,Wayfair,8.71,Custom designs,Instagram,Tech Integration,2.9
1151,Curtains,Textiles,418.14,1395,70674.65,World Market,6.9,Exclusive collections,Pinterest,Minimalism,4.2
1152,Storage Jar,Kitchenware,818.43,1924,415097.02,The Range,11.79,Discounts,Pinterest,Sustainable,1.6
1153,Wardrobe,Furniture,959.69,3934,399480.39,West Elm,8.97,Eco-friendly products,YouTube,Bold Colors,3.8
1154,Floor Lamp,Lighting,651.65,311,17761.03,RH (Restoration Hardware),3.94,Discounts,Instagram,Maximalism,3.5
1155,Sofa Set,Furniture,72.96,1774,296804.69,Loaf,10.72,Eco-friendly products,Pinterest,Bold Colors,3.8
1156,Storage Jar,Kitchenware,804.62,1381,29212.93,The Range,7.55,Discounts,Twitter,Bold Colors,2.4
1157,Wall Sconce,Lighting,137.14,4198,495020.21,Anthropologie,5.7,Eco-friendly products,Pinterest,Maximalism,3.6
1158,Wall Sconce,Lighting,220.11,2155,284444.68,Studio McGee,12.95,Custom designs,Instagram,Sustainable,2.4
1159,Cushion Cover,Textiles,618.99,1166,322384.91,One Kings Lane,8.32,Free shipping,Twitter,Minimalism,4.3
1160,Table Lamp,Lighting,412.23,1219,416681.7,One Kings Lane,11.93,Seasonal sales,Twitter,Maximalism,1.7
1161,Picture Frame,Decor Accessories,472.1,4715,171796.59,Kirkland’s,8.53,Discounts,YouTube,Maximalism,1.1
1162,Table Lamp,Lighting,646.68,1546,214686.82,Houzz,6.31,Seasonal sales,Pinterest,Minimalism,2.2
1163,Sculpture,Decor Accessories,526.25,890,142129.1,RH (Restoration Hardware),6.82,Discounts,Pinterest,Vintage,2.7
1164,Dining Table,Furniture,760.72,1226,11705.95,Wayfair,9.55,Custom designs,Instagram,Sustainable,1.2
1165,Framed Print,Wall Art,739.24,526,475550.66,Houzz,7.39,Custom designs,Twitter,Sustainable,3.0
1166,Dinnerware,Kitchenware,883.44,1727,372404.32,Value City Furniture,8.84,Exclusive collections,Pinterest,Maximalism,4.0
1167,Bookshelf,Furniture,189.99,1790,88002.94,Design Within Reach,7.68,Custom designs,Instagram,Vintage,3.5
1168,Tapestry,Wall Art,743.15,907,145943.56,World Market,8.09,Eco-friendly products,Twitter,Vintage,4.6
1169,Storage Jar,Kitchenware,209.35,2601,191316.3,Swoon,2.15,Seasonal sales,YouTube,Sustainable,3.0
1170,Dinnerware,Kitchenware,529.55,4807,167736.41,Birch Lane,13.5,Exclusive collections,Twitter,Maximalism,4.3
1171,Wall Sconce,Lighting,248.68,4793,259408.37,Living Spaces,6.13,Custom designs,Facebook,Maximalism,4.0
1172,Framed Print,Wall Art,894.76,2106,266751.13,BoConcept,4.54,Custom designs,Twitter,Minimalism,2.4
1173,Curtains,Textiles,640.96,1246,158180.02,Swoon,14.13,Eco-friendly products,Facebook,Bold Colors,1.6
1174,Wall Sconce,Lighting,640.87,2166,381791.74,CB2,4.3,Custom designs,Pinterest,Vintage,2.5
1175,Floor Lamp,Lighting,383.36,3902,487283.78,Swoon,5.57,Exclusive collections,Facebook,Sustainable,4.6
1176,Metal Wall Art,Wall Art,987.65,858,247361.28,Bob’s Discount Furniture,14.38,Discounts,Pinterest,Tech Integration,2.0
1177,Chandelier,Lighting,725.83,2876,369744.27,Pier 1 Imports,14.35,Custom designs,Pinterest,Maximalism,4.0
1178,Storage Jar,Kitchenware,886.76,2400,387663.4,Urban Outfitters,7.33,Free shipping,Pinterest,Tech Integration,2.7
1179,Sofa Set,Furniture,732.19,2386,198359.69,Kirkland’s,8.25,Free shipping,YouTube,Sustainable,3.6
1180,Dinnerware,Kitchenware,555.25,1311,375571.56,Swoon,3.41,Eco-friendly products,Facebook,Sustainable,4.5
1181,Cookware,Kitchenware,672.38,1253,372757.41,Home Depot,7.44,Seasonal sales,Facebook,Vintage,4.2
1182,Poster,Wall Art,827.61,2917,336749.5,Pottery Barn,3.6,Eco-friendly products,Instagram,Maximalism,2.0
1183,Bookshelf,Furniture,584.07,70,423984.86,Ashley Furniture,14.21,Exclusive collections,YouTube,Minimalism,1.6
1184,Bedspread,Textiles,463.19,1165,192427.59,Studio McGee,8.4,Free shipping,Instagram,Sustainable,3.6
1185,Area Rug,Textiles,323.17,4149,465413.49,Home Depot,6.38,Exclusive collections,Instagram,Vintage,3.6
1186,Picture Frame,Decor Accessories,770.97,2529,253689.46,Furniture Village,10.19,Free shipping,Twitter,Vintage,4.7
1187,Canvas Painting,Wall Art,464.19,2139,66136.68,Ligne Roset,4.8,Exclusive collections,Instagram,Bold Colors,1.6
1188,Cookware,Kitchenware,158.09,752,415957.43,Pier 1 Imports,1.62,Custom designs,Facebook,Bold Colors,5.0
1189,Cutlery Set,Kitchenware,642.86,1045,81118.32,Ligne Roset,12.72,Free shipping,Instagram,Tech Integration,3.0
1190,Sofa Set,Furniture,251.8,4650,352263.79,AllModern,4.13,Seasonal sales,YouTube,Bold Colors,1.8
1191,Floor Lamp,Lighting,671.62,3184,77749.52,Made.com,5.33,Custom designs,Facebook,Tech Integration,3.9
1192,Wall Sconce,Lighting,279.13,3276,169019.03,Havertys,8.21,Free shipping,Facebook,Minimalism,1.5
1193,Bookshelf,Furniture,137.57,4046,366448.0,Studio McGee,2.3,Discounts,Instagram,Minimalism,4.2
1194,Cushion Cover,Textiles,163.92,4703,145765.83,Design Within Reach,2.32,Seasonal sales,Instagram,Tech Integration,3.2
1195,Picture Frame,Decor Accessories,686.57,3303,410747.03,Made.com,4.38,Eco-friendly products,YouTube,Bold Colors,3.7
1196,Dinnerware,Kitchenware,689.03,4339,344699.08,Pottery Barn,3.87,Seasonal sales,YouTube,Tech Integration,4.1
1197,Curtains,Textiles,247.81,2295,382537.86,Havertys,2.19,Exclusive collections,YouTube,Minimalism,4.3
1198,Candle Holder,Decor Accessories,145.05,90,350332.5,CB2,14.06,Eco-friendly products,Instagram,Sustainable,1.2
1199,Clock,Decor Accessories,522.07,1190,470920.52,Williams-Sonoma,13.92,Eco-friendly products,Twitter,Bold Colors,1.8
1200,Serving Tray,Kitchenware,858.13,3934,430510.5,Ligne Roset,8.16,Seasonal sales,Instagram,Bold Colors,3.3
1201,Floor Lamp,Lighting,578.8,4692,126930.46,Crate & Barrel,8.11,Seasonal sales,Instagram,Sustainable,3.0
1202,Pendant Lamp,Lighting,322.22,619,204108.51,Value City Furniture,2.99,Exclusive collections,Twitter,Bold Colors,4.7
1203,Framed Print,Wall Art,741.96,2960,178098.57,Loaf,3.79,Seasonal sales,Twitter,Vintage,2.9
1204,Throw Blanket,Textiles,526.23,1191,410204.95,Arhaus,6.76,Discounts,Facebook,Tech Integration,4.1
1205,Storage Jar,Kitchenware,255.94,2931,199427.55,DFS,12.81,Custom designs,Instagram,Maximalism,2.1
1206,Cutlery Set,Kitchenware,739.42,3088,27075.26,Etsy,1.64,Discounts,Twitter,Bold Colors,2.5
1207,Table Lamp,Lighting,967.5,1910,339637.83,Amazon Basics,4.52,Free shipping,Facebook,Maximalism,3.2
1208,Floor Lamp,Lighting,149.13,1576,59479.44,Living Spaces,2.09,Custom designs,Instagram,Vintage,3.3
1209,Vase,Decor Accessories,979.67,4783,142289.18,Birch Lane,14.38,Free shipping,Facebook,Bold Colors,4.5
1210,Bedspread,Textiles,759.34,3537,498040.89,Blu Dot,13.15,Custom designs,Facebook,Vintage,2.7
1211,Wall Sconce,Lighting,139.67,1288,369849.05,Habitat,7.3,Custom designs,Pinterest,Tech Integration,3.5
1212,Wardrobe,Furniture,781.76,1633,497122.7,CB2,6.03,Custom designs,Pinterest,Sustainable,3.6
1213,Canvas Painting,Wall Art,206.22,4585,289923.67,Bob’s Discount Furniture,12.53,Discounts,Twitter,Bold Colors,4.9
1214,Table Lamp,Lighting,874.24,3854,327407.6,Serena & Lily,10.26,Seasonal sales,Instagram,Minimalism,4.4
1215,Cushion Cover,Textiles,683.63,2206,233891.63,Ashley Furniture,2.34,Custom designs,YouTube,Maximalism,3.8
1216,Candle Holder,Decor Accessories,278.3,224,56154.6,One Kings Lane,2.92,Free shipping,Facebook,Sustainable,4.8
1217,Serving Tray,Kitchenware,568.3,1268,61154.95,AllModern,4.63,Custom designs,Pinterest,Bold Colors,3.5
1218,Canvas Painting,Wall Art,321.69,3079,100613.63,LuxDeco,13.65,Discounts,YouTube,Tech Integration,4.8
1219,Picture Frame,Decor Accessories,437.87,665,207744.78,Furniture Village,1.39,Seasonal sales,Twitter,Sustainable,3.9
1220,Sculpture,Decor Accessories,451.08,4240,266620.7,Habitat,13.56,Seasonal sales,Twitter,Vintage,2.8
1221,Floor Lamp,Lighting,18.9,4085,230314.06,Urban Outfitters,9.19,Eco-friendly products,Twitter,Sustainable,3.4
1222,Cushion Cover,Textiles,194.26,1052,362688.39,Williams-Sonoma,3.38,Free shipping,Pinterest,Bold Colors,3.4
1223,Bookshelf,Furniture,161.49,624,403621.01,Williams-Sonoma,8.91,Discounts,Facebook,Minimalism,3.4
1224,Dining Table,Furniture,744.38,1684,251975.6,RH (Restoration Hardware),8.93,Seasonal sales,Twitter,Vintage,2.5
1225,Floor Lamp,Lighting,539.23,4836,420177.81,Amazon Basics,3.92,Eco-friendly products,Instagram,Tech Integration,2.2
1226,Area Rug,Textiles,934.58,2294,92287.08,Value City Furniture,8.06,Eco-friendly products,Twitter,Bold Colors,3.5
1227,Cutlery Set,Kitchenware,811.46,2094,313022.96,IKEA,6.28,Discounts,Pinterest,Minimalism,3.1
1228,Candle Holder,Decor Accessories,642.44,2861,317907.46,Loaf,12.73,Exclusive collections,Twitter,Bold Colors,2.4
1229,Picture Frame,Decor Accessories,988.66,117,64875.07,Ashley Furniture,5.73,Custom designs,Facebook,Bold Colors,4.0
1230,Throw Blanket,Textiles,70.82,4738,40026.37,Living Spaces,6.1,Seasonal sales,Instagram,Maximalism,3.5
1231,Candle Holder,Decor Accessories,406.09,3895,390461.85,Birch Lane,13.46,Eco-friendly products,Facebook,Vintage,1.9
1232,Sofa Set,Furniture,59.63,1147,56107.42,Zara Home,4.48,Custom designs,Twitter,Maximalism,4.9
1233,Storage Jar,Kitchenware,729.71,304,372560.69,Home Depot,6.2,Free shipping,YouTube,Minimalism,2.1
1234,Area Rug,Textiles,458.73,2698,410089.55,Overstock,2.86,Free shipping,Twitter,Bold Colors,4.4
1235,Poster,Wall Art,217.64,1505,350156.41,Pottery Barn,2.0,Seasonal sales,Instagram,Sustainable,4.1
1236,Coffee Table,Furniture,816.71,3798,343146.18,Kirkland’s,4.3,Free shipping,YouTube,Vintage,4.1
1237,Throw Blanket,Textiles,602.48,455,65574.65,Home Depot,8.07,Discounts,Twitter,Vintage,2.9
1238,Coffee Table,Furniture,917.73,1119,452815.72,Serena & Lily,7.87,Eco-friendly products,Instagram,Bold Colors,2.8
1239,Clock,Decor Accessories,195.76,1142,228943.26,Ligne Roset,12.17,Exclusive collections,YouTube,Minimalism,4.9
1240,Poster,Wall Art,466.67,1571,309506.21,CB2,12.82,Eco-friendly products,YouTube,Vintage,1.1
1241,Picture Frame,Decor Accessories,817.24,1360,39709.66,Wayfair,2.39,Discounts,Facebook,Tech Integration,3.5
1242,Framed Print,Wall Art,429.48,4557,203642.75,Etsy,3.22,Custom designs,Instagram,Minimalism,1.5
1243,Clock,Decor Accessories,920.94,1029,434573.81,Overstock,4.63,Free shipping,YouTube,Tech Integration,1.1
1244,Candle Holder,Decor Accessories,624.96,95,147107.71,Value City Furniture,7.35,Exclusive collections,Instagram,Bold Colors,2.0
1245,Framed Print,Wall Art,29.92,239,357525.67,Herman Miller,4.21,Free shipping,YouTube,Maximalism,2.6
1246,Cookware,Kitchenware,28.41,2640,364296.65,Overstock,13.59,Exclusive collections,Facebook,Bold Colors,1.7
1247,Bookshelf,Furniture,767.52,3353,76437.4,The Range,10.31,Seasonal sales,YouTube,Bold Colors,4.6
1248,Picture Frame,Decor Accessories,577.13,4562,484258.01,Houzz,2.99,Free shipping,Twitter,Minimalism,2.8
1249,Canvas Painting,Wall Art,967.28,4839,430549.28,Williams-Sonoma,1.26,Exclusive collections,Twitter,Minimalism,1.3
1250,Wall Sconce,Lighting,31.48,3636,33739.62,Blu Dot,13.95,Custom designs,Instagram,Bold Colors,4.3
1251,Vase,Decor Accessories,548.76,4017,67006.85,Made.com,2.62,Custom designs,Pinterest,Maximalism,2.3
1252,Framed Print,Wall Art,170.05,55,471148.46,Article,11.55,Discounts,Instagram,Sustainable,4.6
1253,Area Rug,Textiles,18.39,3903,189715.34,Kirkland’s,12.62,Exclusive collections,Instagram,Tech Integration,4.3
1254,Poster,Wall Art,194.98,543,53625.49,West Elm,4.92,Seasonal sales,YouTube,Tech Integration,4.2
1255,Storage Jar,Kitchenware,977.11,3762,354246.45,Herman Miller,11.4,Custom designs,YouTube,Maximalism,4.2
1256,Coffee Table,Furniture,678.42,1905,50567.23,Article,3.99,Seasonal sales,Twitter,Bold Colors,2.0
1257,Coffee Table,Furniture,460.93,1705,175154.4,Pier 1 Imports,4.65,Discounts,Facebook,Tech Integration,3.4
1258,Storage Jar,Kitchenware,141.6,4428,29607.98,Serena & Lily,11.11,Seasonal sales,Facebook,Bold Colors,2.9
1259,Bookshelf,Furniture,793.22,3763,332848.55,DFS,9.02,Discounts,Twitter,Tech Integration,2.2
1260,Throw Blanket,Textiles,47.81,2283,178817.67,Swoon,12.93,Discounts,YouTube,Vintage,1.6
1261,Clock,Decor Accessories,19.12,3406,85893.5,Anthropologie,9.33,Custom designs,YouTube,Vintage,3.3
1262,Pendant Lamp,Lighting,367.88,3659,444183.88,Zara Home,2.43,Custom designs,Pinterest,Tech Integration,4.7
1263,Cushion Cover,Textiles,470.63,2476,68739.58,Urban Outfitters,8.27,Eco-friendly products,Twitter,Bold Colors,2.2
1264,Table Lamp,Lighting,215.57,4501,305876.87,Room & Board,6.35,Seasonal sales,Twitter,Sustainable,4.3
1265,Framed Print,Wall Art,110.55,2024,467112.74,Ligne Roset,14.7,Discounts,YouTube,Sustainable,1.1
1266,Curtains,Textiles,689.75,2710,320204.49,Crate & Barrel,9.98,Exclusive collections,Facebook,Tech Integration,1.9
1267,Picture Frame,Decor Accessories,887.61,3041,255781.01,Room & Board,2.02,Free shipping,Twitter,Bold Colors,2.0
1268,Pendant Lamp,Lighting,525.79,2386,293225.23,DFS,4.54,Eco-friendly products,Instagram,Tech Integration,1.4
1269,Area Rug,Textiles,490.53,4795,165577.22,Wayfair,8.87,Seasonal sales,Facebook,Maximalism,3.2
1270,Bedspread,Textiles,139.45,3403,244461.02,Made.com,3.87,Custom designs,Twitter,Vintage,1.5
1271,Storage Jar,Kitchenware,668.83,3506,274607.26,Anthropologie,13.25,Free shipping,Pinterest,Tech Integration,3.4
1272,Floor Lamp,Lighting,974.27,2026,376197.76,LuxDeco,7.8,Discounts,YouTube,Vintage,1.3
1273,Pendant Lamp,Lighting,482.53,838,319138.52,Design Within Reach,1.97,Seasonal sales,YouTube,Sustainable,4.4
1274,Cushion Cover,Textiles,973.99,534,96544.49,Pier 1 Imports,10.59,Custom designs,Twitter,Sustainable,2.4
1275,Sculpture,Decor Accessories,223.33,1639,307747.54,Swoon,1.54,Discounts,Instagram,Vintage,3.9
1276,Candle Holder,Decor Accessories,64.29,2315,43653.64,Arhaus,4.68,Eco-friendly products,Facebook,Vintage,4.5
1277,Dining Table,Furniture,649.52,4346,328031.23,DFS,1.37,Eco-friendly products,Pinterest,Tech Integration,4.2
1278,Clock,Decor Accessories,978.02,1625,456558.35,Wayfair,6.43,Discounts,Twitter,Tech Integration,1.4
1279,Canvas Painting,Wall Art,551.77,2292,316990.05,DFS,12.49,Seasonal sales,Twitter,Minimalism,4.1
1280,Tapestry,Wall Art,936.47,3736,373313.96,Etsy,9.45,Discounts,YouTube,Maximalism,3.6
1281,Sofa Set,Furniture,647.29,2824,376575.47,Pottery Barn,12.49,Custom designs,YouTube,Tech Integration,2.9
1282,Wardrobe,Furniture,584.73,4385,299841.64,RH (Restoration Hardware),11.59,Discounts,Instagram,Minimalism,2.1
1283,Floor Lamp,Lighting,544.73,4173,236189.64,Design Within Reach,6.28,Free shipping,Facebook,Minimalism,4.5
1284,Tapestry,Wall Art,68.49,4053,257001.2,Ligne Roset,13.8,Eco-friendly products,Twitter,Sustainable,4.1
1285,Clock,Decor Accessories,960.08,3694,487950.19,Kirkland’s,2.5,Eco-friendly products,Instagram,Sustainable,1.2
1286,Clock,Decor Accessories,539.58,424,459680.63,Loaf,8.15,Seasonal sales,Twitter,Sustainable,1.5
1287,Cushion Cover,Textiles,789.08,4200,402144.24,IKEA,8.59,Eco-friendly products,YouTube,Minimalism,2.7
1288,Sculpture,Decor Accessories,343.39,4351,394682.16,Birch Lane,11.2,Free shipping,YouTube,Bold Colors,1.5
1289,Poster,Wall Art,444.52,4493,343058.44,Furniture Village,12.49,Custom designs,Twitter,Vintage,4.3
1290,Clock,Decor Accessories,167.96,3623,132369.1,World Market,5.69,Seasonal sales,YouTube,Bold Colors,3.5
1291,Bookshelf,Furniture,570.48,3108,134385.62,Room & Board,5.12,Exclusive collections,Pinterest,Maximalism,3.8
1292,Area Rug,Textiles,211.31,4711,124677.29,BoConcept,13.69,Eco-friendly products,Facebook,Sustainable,4.1
1293,Framed Print,Wall Art,221.3,3584,47649.91,Anthropologie,8.66,Custom designs,Instagram,Maximalism,3.9
1294,Area Rug,Textiles,492.63,1120,470892.88,Crate & Barrel,10.5,Exclusive collections,Pinterest,Vintage,3.7
1295,Canvas Painting,Wall Art,219.9,4935,79679.14,IKEA,14.43,Exclusive collections,Twitter,Maximalism,3.9
1296,Cushion Cover,Textiles,860.51,1663,126760.96,Joybird,1.18,Custom designs,Pinterest,Tech Integration,4.7
1297,Candle Holder,Decor Accessories,392.02,4676,381045.11,Havertys,3.94,Exclusive collections,Twitter,Sustainable,4.4
1298,Curtains,Textiles,833.66,1815,295365.75,Zara Home,10.95,Discounts,Instagram,Sustainable,4.4
1299,Table Lamp,Lighting,202.35,4009,198901.52,RH (Restoration Hardware),9.72,Exclusive collections,YouTube,Bold Colors,3.8
1300,Curtains,Textiles,810.88,3629,482070.08,Arhaus,10.86,Seasonal sales,Pinterest,Tech Integration,1.0
1301,Sofa Set,Furniture,185.49,771,449704.53,Target,6.6,Seasonal sales,Twitter,Minimalism,1.4
1302,Cushion Cover,Textiles,902.94,4663,476386.58,Etsy,7.21,Custom designs,Twitter,Minimalism,2.8
1303,Metal Wall Art,Wall Art,379.91,2144,88807.86,Arhaus,12.56,Eco-friendly products,Twitter,Sustainable,3.8
1304,Pendant Lamp,Lighting,943.27,1993,123406.56,Value City Furniture,2.43,Discounts,Twitter,Sustainable,4.8
1305,Curtains,Textiles,996.6,4593,419005.2,West Elm,8.8,Eco-friendly products,Instagram,Vintage,2.8
1306,Cutlery Set,Kitchenware,587.77,4928,259002.41,DFS,13.2,Seasonal sales,Facebook,Bold Colors,4.9
1307,Poster,Wall Art,371.59,371,37648.39,Amazon Basics,7.21,Custom designs,Twitter,Tech Integration,2.7
1308,Coffee Table,Furniture,672.95,2933,49324.93,Kirkland’s,4.6,Exclusive collections,Facebook,Tech Integration,5.0
1309,Vase,Decor Accessories,474.85,1650,344627.61,CB2,14.5,Free shipping,Pinterest,Maximalism,2.1
1310,Tapestry,Wall Art,963.18,1149,198955.44,Williams-Sonoma,9.59,Eco-friendly products,YouTube,Bold Colors,3.3
1311,Coffee Table,Furniture,148.23,157,104053.29,DFS,5.64,Free shipping,Instagram,Bold Colors,2.6
1312,Bedspread,Textiles,869.59,3680,459137.27,Made.com,7.15,Exclusive collections,Facebook,Maximalism,4.9
1313,Sculpture,Decor Accessories,770.29,3129,12844.74,Kirkland’s,1.39,Seasonal sales,Twitter,Minimalism,3.8
